gradient_wrt_Variable_3:0/mean_grad/cast,cast,132567,

gradient_wrt_Variable:0/conv2d_1_grad/shape_n,shape_n,132387,

gradient_wrt_Variable_10:0/add_4_grad/reshape_1,reshape,132117,

gradient_wrt_Variable_10:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,131585,

relu__2,max,130694,

Variable_8:0/Adam,variable_v2,130423,

gradient_wrt_Variable_2:0/relu__3_grad/reshape,reshape,129591,

gradient_wrt_Variable_6:0/relu__3_grad/zeros,zeros,129472,

gradient_wrt_Variable:0/add_4_grad/add/reduce_sum_x,sum,129161,

relu__1,max,127688,

gradient_wrt_Variable_3:0/add_4_grad/add/reduce_sum_x,sum,127608,

gradient_wrt_Variable_2:0/add_2_grad/reshape,reshape,127598,

gradient_wrt_Variable_2:0/relu__2_grad/reshape,reshape,127568,

gradient_wrt_Variable_3:0/mul_grad/index,index,127538,

gradient_wrt_Variable_2:0/add_1_grad/broadcast_gradient_args,broadcast_gradient_args,127138,

gradient_wrt_Variable_5:0/add_4_grad/add/reduce_sum_x,sum,126977,

gradient_wrt_Variable_2:0/mean_grad/div,div,126857,

gradient_wrt_Variable_4:0/mean_grad/cast,cast,126847,

gradient_wrt_Variable_3:0/relu__2_grad/reshape,reshape,126015,

gradient_wrt_Variable_2:0/add_4_grad/add/reduce_sum_x,sum,125454,

gradient_wrt_Variable_5:0/relu__2_grad/greater_equal,greater_equal,125243,

gradient_wrt_Variable:0/add_2_grad/reshape,reshape,125083,

gradient_wrt_Variable_8:0/add_4_grad/add/reduce_sum_x,sum,124332,

gradient_wrt_Variable_6:0/relu__2_grad/greater_equal,greater_equal,124132,

gradient_wrt_Variable:0/conv2d_grad/shape_n,shape_n,123420,

gradient_wrt_Variable_6:0/add_2_grad/reshape_1,reshape,122489,

gradient_wrt_Variable_4:0/relu__1_grad/greater_equal,greater_equal,122448,

gradient_wrt_Variable_9:0/mul_grad/mul,mul,121837,

gradient_wrt_Variable_9:0/mean_grad/prod,prod,121727,

gradient_wrt_Variable_6:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,121727,

gradient_wrt_Variable:0/add_grad/broadcast_gradient_args,broadcast_gradient_args,121416,

gradient_wrt_Variable_7:0/add_4_grad/broadcast_gradient_args,broadcast_gradient_args,119272,

gradient_wrt_Variable_2:0/mat_mul_1_grad/mat_mul,mat_mul,117830,

gradient_wrt_Variable_8:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,117819,

Variable_6:0/Adam_1,variable_v2,117449,

Variable_2:0/Adam_1,variable_v2,117289,

gradient_wrt_Variable_3:0/add_3_grad/reshape,reshape,117109,

gradient_wrt_Variable_5:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,117098,

gradient_wrt_Variable:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,116959,

Variable_4:0/Adam_1,variable_v2,116778,

gradient_wrt_Variable_10:0/mean_grad/prod,prod,116688,

gradient_wrt_Variable_8:0/relu__3_grad/reshape,reshape,116507,

gradient_wrt_Variable_3:0/reshape_1_grad/shape,shape,115766,

gradient_wrt_Variable_2:0/relu__grad/greater_equal,greater_equal,115135,

gradient_wrt_Variable_2:0/mean_grad/cast,cast,114624,

gradient_wrt_Variable_7:0/softmax_cross_entropy_with_logits/softmax_cross_entropy_with_logits_v2_grad/mul,mul,114203,

gradient_wrt_Variable_7:0/mean_grad/max_1,max,113392,

gradient_wrt_Variable_9:0/add_4_grad/add/reduce_sum_x,sum,112940,

gradient_wrt_Variable_6:0/mean_grad/max_1,max,112901,

gradient_wrt_Variable_5:0/mean_grad/max_1,max,111187,

gradient_wrt_Variable_3:0/add_1_grad/broadcast_gradient_args,broadcast_gradient_args,110406,

gradient_wrt_Variable_6:0/mat_mul_1_grad/mat_mul,mat_mul,109514,

gradient_wrt_Variable_2:0/mean_grad/max_1,max,108432,

gradient_wrt_Variable_2:0/relu__2_grad/zeros,zeros,107360,

gradient_wrt_Variable_8:0/mul_grad/mul,mul,107039,

gradient_wrt_Variable_4:0/add_2_grad/broadcast_gradient_args,broadcast_gradient_args,106769,

gradient_wrt_Variable_2:0/relu__1_grad/greater_equal,greater_equal,106508,

gradient_wrt_Variable_5:0/add_2_grad/reshape,reshape,106489,

gradient_wrt_Variable_6:0/relu__2_grad/zeros,zeros,106429,

gradient_wrt_Variable_6:0/add_4_grad/broadcast_gradient_args,broadcast_gradient_args,106318,

gradient_wrt_Variable_7:0/add_4_grad/reshape,reshape,106198,

gradient_wrt_Variable_4:0/mat_mul_1_grad/mat_mul,mat_mul,105857,

gradient_wrt_Variable_3:0/relu__2_grad/zeros,zeros,105216,

gradient_wrt_Variable:0/mat_mul_1_grad/mat_mul,mat_mul,105206,

ExponentialDecay/cast_1,cast,105147,

gradient_wrt_Variable_7:0/add_4_grad/add/shape_x,shape,105036,

gradient_wrt_Variable_3:0/add_4_grad/broadcast_gradient_args,broadcast_gradient_args,104936,

gradient_wrt_Variable_7:0/mat_mul_1_grad/mat_mul,mat_mul,104665,

gradient_wrt_Variable:0/relu__2_grad/zeros,zeros,104606,

gradient_wrt_Variable_8:0/mean_grad/equal,equal,104575,

Variable_8:0/Adam_1,variable_v2,104465,

gradient_wrt_Variable_8:0/mean_grad/div,div,104425,

gradient_wrt_Variable_6:0/mean_grad/equal,equal,104265,

gradient_wrt_Variable_7:0/relu__3_grad/reshape,reshape,103252,

gradient_wrt_Variable_4:0/mean_grad/equal,equal,103243,

gradient_wrt_Variable_3:0/add_4_grad/reshape,reshape,103022,

gradient_wrt_Variable_2:0/mean_grad/equal,equal,102911,

gradient_wrt_Variable_7:0/add_3_grad/reshape,reshape,102701,

gradient_wrt_Variable:0/relu__3_grad/reshape,reshape,102652,

gradient_wrt_Variable_5:0/mean_grad/equal,equal,102642,

gradient_wrt_Variable_3:0/relu__3_grad/reshape,reshape,102631,

gradient_wrt_Variable_2:0/add_3_grad/reshape,reshape,102371,

gradient_wrt_Variable_5:0/relu__3_grad/reshape,reshape,102291,

gradient_wrt_Variable_9:0/mat_mul_1_grad/mat_mul_1,mat_mul,102180,

gradient_wrt_Variable_6:0/relu__3_grad/reshape,reshape,102131,

gradient_wrt_Variable_8:0/mat_mul_1_grad/mat_mul,mat_mul,102111,

gradient_wrt_Variable_10:0/mean_grad/equal,equal,101980,

gradient_wrt_Variable_3:0/mul_grad/mul,mul,101900,

gradient_wrt_Variable_5:0/add_3_grad/reshape,reshape,101640,

gradient_wrt_Variable_3:0/mean_grad/equal,equal,101509,

gradient_wrt_Variable_5:0/relu__2_grad/zeros,zeros,101389,

gradient_wrt_Variable_3:0/add_2_grad/reshape,reshape,101079,

gradient_wrt_Variable_5:0/mean_grad/div,div,100698,

gradient_wrt_Variable_8:0/add_4_grad/reshape,reshape,100638,

gradient_wrt_Variable_4:0/mean_grad/floor_div_1,floor_div,100588,

gradient_wrt_Variable_8:0/mean_grad/floor_div_1,floor_div,100468,

gradient_wrt_Variable_3:0/mean_grad/floor_div_1,floor_div,100377,

